  0.241126	            4.147209
  0.000011	        92789.958749
  0.005153	          194.073884
  0.007119	          140.467238
  0.000024	        42464.320062
  0.000000	     16504238.748702
  0.000024	        42464.320062
  0.000006	       169890.465497
  0.002528	          395.545463
  0.212423	            4.707587
  0.000010	        96956.445203
  0.012078	           82.796639
  0.000316	         3159.684112
  0.000006	       169890.465497
  0.000000	    117980336.701978
  0.038813	           25.764684
  0.241126	            4.147209
  0.000005	       201125.238358
  0.001937	          516.344180
  0.000000	      7304462.639213
